|audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
7526|"[-3.78417969e-03 -4.08935547e-03 -3.75366211e-03 ...  8.54492188e-04
  5.49316406e-04  9.15527344e-05]"|16000|у тебя в запасе есть двадцатая серия охотники за бриллиантами|4.29|10|193.1903161144441|-10.414768|-61.57674497688798
7527|"[2.74658203e-04 2.44140625e-04 2.74658203e-04 ... 0.00000000e+00
 1.22070312e-04 6.10351562e-05]"|16000|хочу узнать курс валюты на двадцать пятое мая восемнадцатого года|6.74|10|194.21299554586096|-18.75637|-36.950966216314214
7528|"[-6.10351562e-05  0.00000000e+00 -6.10351562e-05 ... -7.23266602e-03
 -7.78198242e-03 -3.75366211e-03]"|16000|включи ка фильм юнайтед мюнхенская трагедия|4.14|6|235.22961471628722|-20.111326|-31.070439156108115
7529|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.66210938e-04
  9.15527344e-05  1.83105469e-04]"|16000|из панка|2.06|2|176.86806475404285|-22.33743|-31.0969735317262
7530|"[ 0.          0.          0.         ... -0.00524902 -0.00662231
 -0.00469971]"|16000|салют включи луис армстронг|4.434625|4|218.3562416110659|-22.980967|-29.351676361709583
7531|"[-0.0010376  -0.00109863 -0.0010376  ... -0.00411987 -0.00494385
 -0.02093506]"|16000|включи футбол апл челси против манчестер|4.95|6|205.63276370164806|-15.799075|-59.13492218803799
7532|"[ 0.          0.          0.         ... -0.00344849 -0.00393677
 -0.00314331]"|16000|что в этом отеле предусмотрено для детей|3.22|7|224.96072323754174|-13.970634|-48.671007850503216
7533|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -8.23974609e-04
 -4.57763672e-04 -3.96728516e-04]"|16000|сергей губин|2.42|2|174.18588198282288|-32.877563|-38.513923482028
7534|"[ 3.05175781e-05  6.10351562e-05  1.22070312e-04 ... -4.57763672e-04
 -3.05175781e-04 -3.05175781e-05]"|16000|запускай игру манчестер юнайтед и ливерпуль|2.98|6|196.1092334733531|-17.314997|-40.2982472060652
7535|"[-3.05175781e-05 -3.05175781e-05  0.00000000e+00 ...  6.10351562e-05
 -6.10351562e-05 -6.10351562e-05]"|16000|включи мне на телевизоре моя планета|3.44|6|181.82956879999534|-12.381074|-35.051244019984644
7536|"[ 0.          0.          0.         ... -0.00061035 -0.0007019
 -0.00057983]"|16000|включи мне канал инглиш клаб на телевизоре|4.44|7|202.49048866021795|-17.698719|-54.998781239943376
7537|[0.         0.         0.         ... 0.00097656 0.00128174 0.00427246]|16000|фильм бесконечная история|2.44|3|213.2579364781554|-17.188223|-43.72266046371594
7538|"[ 5.37109375e-03  1.34277344e-03 -5.49316406e-03 ...  1.19018555e-03
 -1.06811523e-03 -6.10351562e-05]"|16000|можешь показать драму|3.08|3|184.1309257977107|-17.371468|-54.622166603454154
7539|"[ 0.          0.          0.         ... -0.01040649 -0.01293945
 -0.01309204]"|16000|сбер скажи им|2.112625|3|174.78892814071258|-10.658334|-44.74565424725779
7540|"[ 0.          0.          0.         ... -0.00146484 -0.00134277
 -0.0015564 ]"|16000|тараса петровича казакова|3.32|3|199.13684112879406|-13.704466|-34.15574780985874
7541|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 3.05175781e-05 6.10351562e-05]"|16000|включай на смотрешке кхлм тв|2.22|5|215.76984040185738|-14.854772|-50.9837709349458
7542|"[-6.10351562e-05 -9.15527344e-05 -1.52587891e-04 ...  2.53295898e-03
  3.35693359e-03  2.74658203e-03]"|16000|джой соедини по видеозвонку с мамой|2.36|6|192.34168249818114|-11.566372|-29.978255946168684
7543|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.13623047e-04
  6.10351562e-05  3.05175781e-05]"|16000|ермолино|3.84|1|187.34638623647191|-27.905968|-25.47828014542039
7544|[0.         0.         0.         ... 0.00549316 0.0057373  0.00445557]|16000|пять восемьсот восемьдесят шесть два пять девять сорок двадцать пять|6.46|10|208.42708531856525|-17.83516|-49.859808227331804
7545|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.22070312e-04
 -1.22070312e-04 -9.15527344e-05]"|16000|найти на тв курай|3.38|4|186.05981982074934|-24.524326|-60.770099289291785
7546|"[ 0.          0.          0.         ... -0.00097656 -0.00115967
 -0.00067139]"|16000|бурхунжон эдуардович|2.3680625|2|221.90835290239136|-16.183418|-49.643735996567116
7547|"[ 0.          0.          0.         ... -0.00369263 -0.00317383
 -0.00228882]"|16000|бэйлю|1.749|1|180.00498103561466|-22.292852|-55.12118136311524
7548|"[ 0.00427246  0.0038147   0.00177002 ...  0.01669312  0.00567627
 -0.00125122]"|16000|ты найдешь у себя любопытный фильмок по типу блокбастера|4.18|9|195.12112692514972|-13.34777|-59.760181759890166
7549|"[ 0.          0.          0.         ... -0.00085449 -0.0005188
 -0.00109863]"|16000|включай семейные узы|2.26|3|172.32170593621635|-22.924526|-34.63585845924324
7550|"[-1.22070312e-04 -9.15527344e-05 -1.22070312e-04 ...  2.31933594e-03
  2.25830078e-03  2.01416016e-03]"|16000|ломе|1.0|1|194.47525180123245|-15.102039|-45.45458799122267
7551|[0.         0.         0.         ... 0.00015259 0.00015259 0.00015259]|16000|включи песня последний|2.7|3|198.42488883574475|-13.252493|-42.60913051300597
7552|"[-6.10351562e-05  3.05175781e-05  3.05175781e-05 ... -9.15527344e-05
 -2.13623047e-04 -3.66210938e-04]"|16000|гайдар алиев|2.76|2|199.75225200316925|-30.889885|-25.101169476468165
7553|"[-3.05175781e-05  3.05175781e-05  6.10351562e-05 ...  1.22070312e-03
  1.43432617e-03  1.37329102e-03]"|16000|выведи мне кино гуманитарные науки|5.317|5|188.84433557928008|-28.819237|-47.934942424823866
7554|"[ 0.00000000e+00 -6.10351562e-05 -2.44140625e-04 ...  1.28173828e-03
  9.46044922e-04  4.27246094e-04]"|16000|у тебя в списке есть сериал во все тяжкие тридцать четвертая часть|4.9|12|208.76908554259356|-11.617855|-33.3700407617798
7555|[0.         0.         0.         ... 0.0012207  0.00061035 0.00082397]|16000|алкодьюти|2.38|1|197.02926987619267|-18.049984|-37.49001058184159
7556|"[ 0.00762939  0.00662231  0.00656128 ...  0.00039673 -0.00180054
 -0.00149536]"|16000|сколько казахских тенге с меня возьмут за две тысячи триста пятьдесят евро|7.34|12|183.77046755707278|-12.145507|-30.355016162426555
7557|"[6.10351562e-05 3.05175781e-05 0.00000000e+00 ... 8.85009766e-04
 7.32421875e-04 9.15527344e-04]"|16000|вера ярославовна|3.5290625|2|196.90283828606613|-20.751858|-45.68242323698739
7558|"[ 0.          0.          0.         ... -0.03381348 -0.03723145
 -0.03106689]"|16000|у меня нет денег на телефоне как можно их положить спасибо|4.08|11|235.35475555736315|-11.56074|-46.48409963471549
7559|"[-9.15527344e-05 -6.10351562e-05 -1.22070312e-04 ...  1.34277344e-03
  1.28173828e-03  1.03759766e-03]"|16000|сбер кайго стол зе шоу на ютуб|7.28|7|192.96643085075283|-21.683016|-33.1767609734608
7560|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 0.00000000e+00]"|16000|роберт дауни младший детектив фильм|3.38|5|214.2817096495427|-22.175173|-29.16550306784655
7561|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.22070312e-04
 -9.15527344e-05  9.15527344e-05]"|16000|сбер наталья андреевна в каких банках работала кроме сбербанка|5.26|9|197.76317453642469|-17.197313|-39.83322583009353
7562|"[ 0.          0.          0.         ...  0.00262451 -0.00067139
 -0.00192261]"|16000|поищи москва двадцать четыре на тв|2.28|6|202.78550291744858|-10.624395|-38.903011716925896
7563|"[ 0.          0.          0.         ... -0.00076294 -0.00045776
 -0.00027466]"|16000|кинокартина маньчжурский кандидат|4.248875|3|196.51904559871883|-27.365786|-36.233180986959745
7564|"[ 0.          0.          0.         ... -0.00671387 -0.0062561
 -0.00558472]"|16000|поставь молитву за украину|2.995|4|190.69416050180732|-11.545804|-48.93292786812446
7565|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.15527344e-05
 1.83105469e-04 0.00000000e+00]"|16000|смотреть фильм терминатор онлайн|3.78|4|207.61389020679405|-19.149584|-34.716860228650155
7566|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.27246094e-04
 -2.74658203e-04 -9.15527344e-05]"|16000|саши никитина|2.7395625|2|205.0427191881894|-28.574642|-31.314334064793254
7567|"[ 0.          0.          0.         ... -0.00061035 -0.0007019
 -0.00061035]"|16000|афина включи шейк ит аут|4.04|5|196.7302145781931|-18.093246|-44.18200203311067
7568|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
  3.05175781e-05 -6.10351562e-05]"|16000|в каком году галлы вторглись в италию|5.28|7|200.29920434096277|-23.331623|-27.412743529758913
7569|"[ 0.          0.          0.         ... -0.00506592 -0.00564575
 -0.00500488]"|16000|эпизод двадцать восемь сезона два игры престолов|3.94|7|197.25892557435463|-14.632344|-50.618810632241136
7570|"[ 0.00045776  0.0005188   0.00015259 ... -0.00042725 -0.00088501
 -0.00109863]"|16000|покажи мне на тв москва двадцать четыре|4.2024375|7|179.5956552958561|-19.973064|-41.79869621189372
7571|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
 -9.15527344e-05  9.15527344e-05]"|16000|первомайск|1.54|1|200.9515521731623|-19.231764|-31.464531900767184
7572|[0.         0.         0.         ... 0.00131226 0.00027466 0.00018311]|16000|у тебя будет сериал фальсификация сезон три|4.0166875|7|204.44460258135362|-18.527956|-33.70141035553468
7573|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
  3.05175781e-05 -6.10351562e-05]"|16000|афина короткометражные|2.94|2|203.8906245860568|-20.611872|-28.66181875439193
7574|[0.         0.         0.         ... 0.01596069 0.01620483 0.0171814 ]|16000|овчаровым|2.7163125|1|164.73280298918513|-10.486186|-54.36268805971596
7575|[0.         0.         0.         ... 0.00021362 0.00045776 0.00079346]|16000|девятый сезон мультфильма флэш|3.273625|4|187.55149298639978|-18.8291|-41.69450873852948
7576|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
 -6.10351562e-05 -3.05175781e-05]"|16000|черное зеркало тридцать седьмая часть|5.16|5|187.60392034691105|-29.413319|-28.5210173953936
7577|"[ 0.          0.          0.         ... -0.00073242 -0.00018311
 -0.00057983]"|16000|четыре шестьсот шестьдесят три двести семь восемьдесят два ноль девять|7.639|10|209.02825023954966|-14.080088|-42.660425437080264
7578|[0.         0.         0.         ... 0.00488281 0.00436401 0.00473022]|16000|хочу посмотреть любовь и голуби|4.0166875|5|192.83893367738037|-17.870232|-43.31363117360875
7579|"[ 6.10351562e-05  1.83105469e-04  3.05175781e-04 ... -4.57763672e-04
 -3.96728516e-04 -2.13623047e-04]"|16000|сбер я подумаю|2.484125|3|193.00729269021502|-21.442688|-45.17483290757211
7580|"[ 0.00000000e+00 -3.05175781e-05 -3.05175781e-05 ...  2.13623047e-04
 -1.52587891e-04 -3.05175781e-04]"|16000|перевод денежных средств на другой мобильный|4.22|6|194.14181075344553|-15.252526|-43.437020763895745
7581|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -4.88281250e-04
 -3.05175781e-04 -2.13623047e-04]"|16000|открой киношку шкатулка проклятия|3.88|4|201.89912452641175|-19.190208|-42.181267298834214
7582|"[ 0.          0.          0.         ... -0.00015259 -0.00018311
  0.        ]"|16000|салют оплатить другой мобильный телефон|6.14|5|197.47041582787114|-23.799438|-33.91638124940145
7583|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.74658203e-04
 9.15527344e-05 1.83105469e-04]"|16000|глазове|2.4|1|189.71489727659167|-31.171917|-23.52800188599571
7584|"[ 5.95092773e-03  6.37817383e-03  5.03540039e-03 ...  1.00708008e-03
  7.93457031e-04 -3.05175781e-05]"|16000|ученик санты покажи|3.2|3|195.02213141510614|-18.062954|-34.91050227152104
7585|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.52587891e-04
  1.52587891e-04  3.05175781e-05]"|16000|заказать сливочный сыр брест литовский двести грамм с доставкой на дом|8.44|11|216.13533826398418|-16.93559|-38.69687147030717
7586|"[ 0.          0.          0.         ... -0.00018311 -0.00024414
 -0.00015259]"|16000|кристал пэлас|1.94|2|185.68501259117622|-21.389378|-48.88136310870164
7587|"[-6.10351562e-05 -1.22070312e-04  3.05175781e-05 ...  6.10351562e-05
 -3.05175781e-05  6.10351562e-05]"|16000|четыреста сорок пять пятьдесят четыре восемьсот четырнадцать девятнадцать|7.522875|8|218.35377704664603|-19.566463|-37.30691801644481
7588|"[-0.00018311 -0.00036621 -0.00033569 ... -0.00033569 -0.00042725
 -0.00033569]"|16000|два триста восемьдесят девять девятьсот тридцать четыре двенадцать пятьдесят пять|10.44|10|179.1757004746277|-31.398891|-28.087586005583365
7589|"[-0.00271606 -0.00253296 -0.00274658 ... -0.00311279  0.01486206
  0.02050781]"|16000|передача фанни стоп моушен видеос|3.08|5|195.34908674968412|-19.372835|-59.16005582163023
7590|[0.         0.         0.         ... 0.00131226 0.00119019 0.0010376 ]|16000|пополнить баланс михаил работа|5.572375|4|185.3946736655477|-22.7685|-48.94631748213852
7591|"[-3.05175781e-05  0.00000000e+00  3.05175781e-05 ... -9.15527344e-05
  0.00000000e+00  1.22070312e-04]"|16000|сбер сидерический период красная планета|4.38|5|210.0225166002072|-20.90259|-35.20896712423012
7592|[0.         0.         0.         ... 0.00115967 0.00167847 0.00134277]|16000|сколько будет стоить курс тенге через миллион дня|4.7|8|183.23796682683752|-15.589754|-35.06566265960684
7593|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -6.10351562e-05
 -6.10351562e-05 -3.05175781e-05]"|16000|найти боевик|4.36|2|186.79501393588404|-54.808765|-25.22720787479904
7594|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -2.65502930e-03
 -2.25830078e-03  3.47900391e-03]"|16000|сто совят рядом|5.1|3|195.43449664924293|-34.878395|-21.266120713681413
7595|[0.         0.         0.         ... 0.0015564  0.00201416 0.00183105]|16000|найди мультфильмы восьмидесятых годов|5.0|4|183.16990406003032|-16.860525|-46.60167688238341
7596|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 3.05175781e-05]"|16000|русичи рядом|2.4|2|196.45772747883166|-24.186792|-48.52286409286502
7597|"[-0.00137329 -0.00161743 -0.00180054 ...  0.0078125   0.0083313
  0.00631714]"|16000|поставь эпизод три шестого сезона дело гастронома номер один|4.422|9|204.40695777285305|-17.393213|-62.86261688095844
7598|"[ 0.0015564   0.00192261  0.00024414 ...  0.00210571  0.0010376
 -0.00036621]"|16000|у тебя в запасе есть сериал древние|2.858625|7|202.22704568122563|-13.660031|-56.17176046483744
7599|"[-3.05175781e-05  0.00000000e+00 -3.05175781e-05 ... -1.22070312e-04
  3.05175781e-05 -4.57763672e-04]"|16000|у тебя есть уж кто бы говорил|3.34|7|224.87926060180305|-24.625856|-36.03731262191619
7600|"[ 5.79833984e-04  4.88281250e-04  4.88281250e-04 ... -9.15527344e-05
 -1.22070312e-04 -3.05175781e-05]"|16000|что входит в услуги свадебного пакета в отеле|5.56|8|185.24610504949032|-22.765629|-42.00516725250604
7601|[0.         0.         0.         ... 0.00439453 0.00320435 0.00274658]|16000|мультик сверхъестественное последний сезон серия двадцать четыре|5.990375|7|201.41099930272821|-11.332387|-47.580159880747544
7602|"[ 0.          0.          0.         ... -0.00421143 -0.00802612
 -0.0055542 ]"|16000|сколько на сегодняшний день стоит реал|5.7|6|205.10838851089173|-21.770395|-32.55713402694566
7603|"[-3.05175781e-05 -3.05175781e-05  6.10351562e-05 ...  3.05175781e-04
  2.44140625e-04  3.05175781e-04]"|16000|смотреть американские фильмы ужасов|3.0|4|182.63924138539264|-17.57164|-36.1913014622522
7604|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.52587891e-04
 -4.57763672e-04  3.05175781e-05]"|16000|пси фактор хроники паранормальных явлений второй сезон|6.0135625|7|206.6253909330332|-24.805529|-37.61321427748124
7605|"[ 0.          0.          0.         ... -0.00177002 -0.00164795
 -0.00057983]"|16000|ты можешь включить кинокартину типа японской мультипликации|6.152875|7|204.88019130883566|-19.699093|-36.45921059754784
7606|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.22070312e-04
 3.05175781e-05 9.15527344e-05]"|16000|автопарковка в вашем отеле платная|3.6263125|5|204.22101460158336|-19.116358|-44.09424057288828
7607|"[ 0.          0.          0.         ... -0.01330566 -0.00958252
 -0.00436401]"|16000|закажи корм чаппи мясное рагу для взрослых собак пять килограмм|6.82625|10|193.30640327710827|-12.497065|-42.52108080026867
7608|"[ 0.          0.          0.         ... -0.00015259  0.00018311
  0.00018311]"|16000|у тебя найдется кто твой кэдди|2.74|6|208.75827673038975|-20.89705|-37.56178610480721
7609|"[ 0.          0.          0.         ... -0.00030518 -0.00036621
 -0.00015259]"|16000|татьяна докучаева|3.08|2|188.69012512573693|-32.638996|-29.064196792543935
7610|"[ 0.00131226  0.01248169  0.0194397  ... -0.00393677 -0.0015564
 -0.00131226]"|16000|хочу увидеть фильм дайан лэйн бойцовский клуб|3.586|7|192.0897079577145|-12.678151|-63.252584111755404
7611|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 3.05175781e-05]"|16000|включай на смотрешке канал кухня тв|2.2|6|199.32235926544308|-13.078986|-59.98686670638991
7612|"[ 0.00332642  0.00289917  0.00308228 ...  0.02352905  0.02612305
 -0.00045776]"|16000|трек светлана кропочева|3.542|3|198.1583740737768|-21.107735|-50.73490606477289
7613|[0.00036621 0.00048828 0.00061035 ... 0.00491333 0.00512695 0.00390625]|16000|найди список актриса лив фрайбер|4.18|5|203.04609746077654|-13.727745|-57.86454301648272
7614|"[-3.05175781e-05 -1.22070312e-04 -6.10351562e-05 ...  6.40869141e-04
  5.79833984e-04  4.88281250e-04]"|16000|поищи сериал волшебный учитель нэгима тв|3.9|6|202.15289710477657|-18.673208|-39.22357253640783
7615|[0.         0.         0.         ... 0.00189209 0.00146484 0.0012207 ]|16000|фильм барби марипоса и принцесса фея покажи|6.22|7|207.5350908976623|-22.762112|-37.69611544649673
7616|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
 -2.44140625e-04 -3.05175781e-04]"|16000|афина к какому тербанку относятся ханты|4.52|6|210.9131852118923|-22.28778|-37.961842707683964
7617|"[ 0.          0.          0.         ... -0.00152588 -0.00033569
  0.00036621]"|16000|найди фильм цель номер один|3.56|5|216.94220472651648|-15.589332|-53.14724275243507
7618|"[ 2.13623047e-04  6.10351562e-05 -5.49316406e-04 ...  5.88989258e-03
  6.07299805e-03  5.55419922e-03]"|16000|последний сезон мультфильма германия восемьдесят три|3.784|6|189.93787526846106|-8.117816|-71.6596149881971
7619|[0.00036621 0.00048828 0.00039673 ... 0.00018311 0.00018311 0.00015259]|16000|включай открытый мир на смотрешке|2.3096875|5|180.66039831851617|-12.769743|-44.4666556421827
7620|"[-0.00302124 -0.0032959  -0.00427246 ... -0.00180054 -0.00161743
 -0.0015564 ]"|16000|афина луи виттон сфера деятельности|3.8076875|5|204.9266214947081|-27.523975|-62.16054836273281
7621|"[ 3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -4.27246094e-04
 -9.15527344e-05  6.10351562e-04]"|16000|телефон арт квадрат|2.08|3|213.93621195614915|-16.801498|-34.497139926651194
7622|[0.         0.         0.         ... 0.00177002 0.00164795 0.00140381]|16000|девять четыреста сорок семь шестьсот четырнадцать девятнадцать девятнадцать|6.9655625|8|194.41421550276183|-18.315468|-39.62034029291823
7623|"[ 0.          0.          0.         ... -0.00296021 -0.00531006
 -0.00515747]"|16000|один шестьсот девять девятьсот девятнадцать тридцать два одиннадцать|4.620375|8|175.04727451578387|-13.083384|-48.87991181292989
7624|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 6.10351562e-05 3.05175781e-05]"|16000|популярные фильмы в жанре короткометражки|3.66|5|230.37023569347517|-26.029774|-37.25254539480927
7625|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 7.32421875e-04
 4.88281250e-04 3.05175781e-05]"|16000|в твоем каталоге есть интересный фильмик в стилистике хоррор муви|5.74|10|198.40406702505743|-16.716576|-37.51340516865847
7626|"[ 1.22070312e-04  9.15527344e-05 -9.15527344e-05 ... -5.79833984e-04
  2.13623047e-04  3.66210938e-04]"|16000|открой картину к черту на рога|3.46|6|186.70937162129326|-21.193903|-39.83189891018269
7627|"[ 0.00497437  0.00494385  0.00375366 ... -0.00195312 -0.00189209
 -0.00057983]"|16000|алиса пополни счет марата|2.94|4|193.39574437417374|-18.86726|-38.63777906107976
7628|"[ 0.          0.          0.         ... -0.00054932 -0.00045776
 -0.00036621]"|16000|включи екатерина четыре кей|4.14|4|202.47539822787272|-23.855791|-16.431543804891945
7629|"[-9.15527344e-05  0.00000000e+00  6.10351562e-05 ...  0.00000000e+00
 -7.32421875e-04  9.46044922e-04]"|16000|евгения ахмедовна|2.14|2|235.8563508204541|-12.630687|-39.511569222124365
7630|[0.         0.         0.         ... 0.00039673 0.00048828 0.00027466]|16000|гвардейске|2.76275|1|182.15242832100932|-29.922207|-38.52247526502809
7631|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ... -5.49316406e-04
 -3.05175781e-04 -2.13623047e-04]"|16000|найти фильм с орландо блум|4.28|5|202.66700993161714|-22.246367|-38.009798421832635
7632|"[ 6.10351562e-05  1.83105469e-04  3.05175781e-05 ... -1.22070312e-04
 -1.22070312e-04  3.05175781e-05]"|16000|сериал тимон и пумба одиннадцатый сезон третья часть|4.56|8|227.49114769188074|-22.817093|-40.06426706057417
7633|"[-2.44140625e-04  3.05175781e-05  9.15527344e-05 ... -1.22070312e-04
 -3.05175781e-05  0.00000000e+00]"|16000|адрес авто лавка|9.34|3|192.40785192624773|-46.937145|-26.344060462053754
7634|"[-3.05175781e-05  6.10351562e-05  6.10351562e-05 ...  1.22070312e-03
  1.06811523e-03  9.46044922e-04]"|16000|найти мастер класс филм точка йуэй групп|7.37|7|176.91298388841545|-21.555618|-51.44633051316853
7635|[0.         0.         0.         ... 0.00323486 0.00350952 0.00262451]|16000|часть тридцать четыре последнего сезона мультика охотник за разумом|5.0615625|9|181.70688001770338|-11.184541|-45.198263649968794
7636|"[ 0.          0.          0.         ... -0.00796509 -0.00888062
 -0.00769043]"|16000|афина размеры флаг японии|3.66|4|183.3836956595125|-14.48016|-34.40813006455104
7637|[0.         0.         0.         ... 0.00042725 0.00018311 0.        ]|16000|закажи мне картошку фри|2.9|4|211.37717457631834|-16.972612|-39.9887274177306
7638|"[-0.00012207 -0.00015259 -0.00021362 ...  0.00015259  0.
  0.00042725]"|16000|сколько лететь до марса|3.62|4|197.4989205665767|-25.414207|-30.874233895019387
7639|[0.         0.         0.         ... 0.00067139 0.00085449 0.0005188 ]|16000|ниночке пашковой|4.04|2|209.0617723656783|-28.404503|-27.094197650898682
7640|"[0.00000000e+00 3.05175781e-05 3.05175781e-05 ... 3.66210938e-04
 1.52587891e-04 1.52587891e-04]"|16000|ищи на тв передачу киномикс|3.84|5|179.1149267105651|-12.968303|-33.557775367794825
7641|"[ 0.          0.          0.         ... -0.00241089 -0.00143433
 -0.00152588]"|16000|ухта|2.2|1|203.944738470423|-26.233717|-26.738037438036002
7642|[0.         0.         0.         ... 0.00231934 0.00143433 0.0005188 ]|16000|джой подключи смс уведомления намой номер телефона|7.061|7|211.05345397436125|-19.744366|-47.26116249340618
7643|[0.         0.         0.         ... 0.00112915 0.00073242 0.00030518]|16000|найти фильм гарри поттер|3.7148125|4|194.30462503945427|-18.86213|-44.64825831778662
7644|"[0.00000000e+00 3.05175781e-05 0.00000000e+00 ... 2.13623047e-04
 9.15527344e-05 0.00000000e+00]"|16000|недруги поставь|2.72|2|203.52532850688223|-22.251068|-29.133710108998574
7645|"[ 0.          0.          0.         ...  0.00057983 -0.00057983
 -0.00140381]"|16000|у тебя есть фильмец тайный круг сезон шесть первая серия|4.6900625|10|201.66584950884072|-16.07772|-41.17386009538191
7646|"[ 0.00000000e+00  0.00000000e+00  2.74658203e-04 ... -6.10351562e-05
 -2.47192383e-03 -4.27246094e-04]"|16000|алиса мне срочно нужен хлеб как мне сделать заказ помоги мне|4.58|11|217.9149964918941|-12.547964|-33.24806903840535
7647|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.22070312e-04
 -6.10351562e-05 -6.10351562e-05]"|16000|кто то другой ютуб|2.26|4|197.29876488810027|-24.962431|-34.546298358930635
7648|"[ 0.          0.          0.         ...  0.         -0.00015259
 -0.00024414]"|16000|адъютанты любви|3.1|2|200.33181820430195|-19.443901|-30.37393150986964
7649|[0.         0.         0.         ... 0.00057983 0.00036621 0.00042725]|16000|найди арендные автомобили рядом со мной или в этом отеле|7.3|10|218.16241450685146|-17.629076|-46.91607464126943
7650|"[ 0.00000000e+00 -3.05175781e-05 -3.05175781e-05 ... -8.23974609e-04
 -1.67846680e-03 -1.40380859e-03]"|16000|найти фильм где снимается анджелина джоли|3.12|6|217.27132175319102|-11.152508|-38.614305654652256
7651|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 9.15527344e-05
 1.52587891e-04 9.15527344e-05]"|16000|в твоем каталоге есть сериал отличницы первый сезон|5.34|8|207.7465643099522|-19.46706|-32.90861087848559
7652|"[ 0.          0.          0.         ...  0.00057983 -0.00039673
  0.00073242]"|16000|найди пусть говорят|3.4|3|202.01695425169373|-18.648272|-31.21812057408141
7653|"[ 0.          0.          0.         ... -0.00091553 -0.00106812
 -0.00079346]"|16000|джой включи мико|2.72|3|204.0971906299447|-22.03898|-46.90585564116533
7654|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -3.05175781e-05
  0.00000000e+00  6.10351562e-05]"|16000|покажи мне на смотрешке передачу наше тв|2.9|7|213.9977649184445|-12.244787|-56.190548578339474
7655|"[ 0.          0.          0.         ... -0.00015259 -0.00018311
  0.        ]"|16000|афина поставь энимэй|2.26|3|197.39835688240842|-14.36744|-35.692456165490476
7656|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.52587891e-04
 1.83105469e-04 9.15527344e-05]"|16000|сверхъестественное первый сезон двадцать третий эпизод|3.58|6|218.35532080320178|-9.091538|-30.51292549945213
7657|"[ 3.05175781e-05  0.00000000e+00 -2.74658203e-04 ...  4.27246094e-04
  1.83105469e-04 -4.88281250e-04]"|16000|пошукай красная пыль|2.6|3|192.09845830938787|-22.271|-26.09178552189252
7658|"[-0.00146484 -0.00149536 -0.00082397 ... -0.0012207  -0.00073242
  0.00064087]"|16000|включи нтв|3.68|2|194.61421304656352|-23.779547|-35.18895427519049
7659|"[ 0.          0.          0.         ... -0.0010376  -0.00054932
 -0.00024414]"|16000|салют сколько у меня денег на карте сельхозбанка|4.34175|8|240.0408078179183|-19.287092|-48.915980044642424
7660|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
  0.00000000e+00 -3.05175781e-05]"|16000|покажи мне на смотрешке телеканал бридж тв хитс|3.35|8|216.16000155345318|-11.506317|-53.18768826806916
7661|"[-3.05175781e-05 -6.10351562e-05 -9.15527344e-05 ...  4.88281250e-04
 -9.15527344e-05 -9.15527344e-04]"|16000|фильм одна встреча включи|5.64|4|193.74726660403786|-25.818253|-32.46541699747287
